ID,line,fit,viatech,viano,pins,layno,sq,dens,dbl,netno,comp,category,ver,complexity,scope,type,duration,level
296820,sqa,mlb,cor_stk,41329,10274,12,478.39,0.652,dbl,1833,2734,RG,B0,Medium,MOD-MAJOR,PLT,29,4
50824,gq,bb,tht,112,83,3,3.87,0.653,dbl,24,2,FP,D0,Low,MOD-MINOR,FF,15,5
141393,npd,bb,tht,189,245,6,11.48,0.656,dbl,72,20,RG,B0,Low,NEW BRD,PLT,15,5
48502,sper,db,cor_stk,908,529,6,24.78,0.656,dbl,71,212,RG,B1,Low,MOD-MINOR,FF,16,4
57836,sper,db,cor_stk,1200,518,6,24.78,0.670,dbl,74,206,RG,R2,Medium,MOD-MAJOR,FF,52,5
133970,udb,mlb,tht,1406,2021,4,101.48,0.703,dbl,396,652,RG,R2,Medium,MOD-MINOR,PLT,11,4
336642,nii,mlb,tht,1414,1693,6,85.08,0.704,dbl,248,440,RG,B0,Medium,MOD-MAJOR,FF,25,4
46379,udb,bp,tht,1378,2007,4,101.49,0.708,dbl,394,646,RG,B1,Medium,NEW BRD,PLT,124,4
303776,sqa,bb,cor_stk,208,188,3,9.67,0.720,sgl,49,2,FP,DE,Low,NEW BRD,FF,43,4
303777,sqa,bb,cor_stk,208,188,4,9.67,0.720,sgl,49,2,FP,DE,Low,NEW BRD,FF,43,4
266438,sqa,bb,tht,206,188,3,9.67,0.720,sgl,49,2,FP,B0,Low,NEW BRD,FF,51,3
46402,lcy,sns,tht,100,59,2,3.04,0.720,dbl,10,25,RG,M00,Low,NEW BRD,FF,92,5
145255,udb,db,tht,269,259,4,13.87,0.75,dbl,92,70,RG,M00,Medium,NEW BRD,PLT,45,4
309750,ih,mlb,tht,1570,2148,4,115.46,0.753,dbl,415,701,RG,B4,Low,MOD-MINOR,TSB,15,5
123578,vns,bb,tht,50,30,2,1.62,0.756,sgl,12,2,FP,B1,Low,MOD-MINOR,FF,71,5
68136,udb,db,tht,232,315,4,17.04,0.757,dbl,75,125,RG,M00,Medium,NEW BRD,PLT,49,4
260361,vns,sns,tht,50,30,2,1.63,0.759,sgl,12,2,FP,D0,Low,MOD-MINOR,FF,6,5
266436,vns,sns,tht,50,30,2,1.63,0.759,sgl,12,2,FP,S1,Low,MOD-MINOR,FF,12,5
200177,vns,bb,tht,50,30,2,1.63,0.759,sgl,12,2,FP,E0,Low,MOD-MINOR,FF,43,3
240414,udb,mlb,tht,1483,2112,4,115.46,0.765,dbl,409,687,RG,B3,Low,MOD-MINOR,PLT,16,5
229822,bis,sns,tht,214,108,3,6.45,0.8,dbl,29,25,FP,B1,Medium,NEW BRD,FF,45,4
240401,hvy,bb,tht,101,104,2,6.12,0.824,sgl,25,23,FP,M0,Low,NEW BRD,FF,60,3
241989,bis,bb,tht,214,108,3,6.45,0.837,dbl,29,25,FP,B1,Low,NEW BRD,FF,22,4
136029,krl,bp,tht,212,193,2,12.01,0.871,dbl,32,66,RG,B0,Low,NEW BRD,FF,54,5
234416,tgr,db,tht,380,228,4,14.25,0.875,dbl,47,62,RG,R2,Medium,MOD-MINOR,FF,24,5
347790,nii,mlb,tht,281,355,4,22.40,0.883,dbl,80,110,RG,M0,Medium,NEW BRD,FF,19,5
306340,tgr,bb,tht,93,80,2,5.14,0.899,sgl,34,2,FP,E2,Low,MOD-MINOR,FF,38,5
168120,ctr,bb,tht,93,80,2,5.14,0.899,sgl,34,2,FP,B1,Low,NEW BRD,FF,49,5
145297,sper,db,cor_stk,978,368,6,23.76,0.904,dbl,44,142,RG,D0,Medium,MOD-MAJOR,FF,41,5
95711,sper,db,cor_stk,978,368,6,23.76,0.904,dbl,44,142,RG,E0,Low,MOD-MINOR,FF,69,5
308570,tsk,db,tht,326,97,2,6.40,0.923,sgl,20,41,RG,M0,Medium,NEW BRD,FF,30,5
164529,bisp,sns,tht,88,109,2,7.25,0.931,dbl,22,48,RG,B0,Low,NEW BRD,FF,24,4
308568,tsk,db,tht,330,97,2,6.52,0.941,sgl,20,41,RG,M0,Medium,NEW BRD,FF,30,5
308569,tsk,db,tht,162,44,2,3.01,0.958,sgl,9,22,RG,M0,Medium,NEW BRD,FF,30,5
308565,tsk,db,tht,110,40,2,2.79,0.975,sgl,11,15,RG,M0,Medium,NEW BRD,FF,31,3
229825,ced,bp,cor-astk,3040,601,4,42.04,0.979,dbl,107,246,RG,B0,High,MOD-MAJOR,FF,116,5
267240,sqa,sns,tht,46,22,2,1.55,0.984,sgl,5,8,FP,B0,Low,NEW BRD,FF,43,4
266439,sqa,sns,tht,48,22,2,1.56,0.991,sgl,5,8,FP,B0,Low,NEW BRD,FF,51,4
133898,bisp,db,cor-astk,2377,621,6,43.95,0.991,dbl,106,256,RG,B0,High,NEW BRD,FF,114,5
50056,ele,db,tht,248,103,2,7.33,0.996,dbl,13,40,RG,D0,Low,MOD-MINOR,FF,3,5
79150,vnp,db,cor_stk,934,464,6,33.44,1.009,dbl,82,146,RG,B1,Medium,MOD-MINOR,PLT,21,5
123575,vns,sns,tht,156,204,4,14.71,1.010,dbl,44,92,RG,B1,Low,MOD-MAJOR,FF,45,5
260362,vns,sns,tht,157,203,4,14.71,1.015,dbl,44,91,RG,D0,Medium,MOD-MINOR,FF,6,5
266433,vns,sns,tht,157,203,4,14.71,1.015,dbl,44,91,RG,S1,Low,MOD-MINOR,FF,12,5
308564,tsk,db,tht,200,65,2,4.73,1.02,sgl,15,26,RG,M0,Medium,NEW BRD,FF,31,3
295806,npc,mlb,astk,7399,3549,6,260.29,1.027,sgl,886,895,RG,B0,Medium,NEW BRD,PLT,38,4
250788,hvy,bb,tht,6,12,2,0.88,1.031,dbl,6,7,RG,M0,Medium,NEW BRD,FF,69,3
138026,ctr,db,tht,343,174,4,12.9,1.038,dbl,35,39,RG,B0,Medium,NEW BRD,FF,51,5
332345,dge,db,cor-astk,1124,367,4,27.4,1.045,dbl,87,139,RG,B0,Medium,NEW BRD,FF,58,5
308567,tsk,db,tht,143,40,2,3.01,1.053,sgl,11,15,RG,M0,Medium,NEW BRD,FF,31,3
308566,tsk,db,tht,197,65,2,4.92,1.06,sgl,15,26,RG,M0,Medium,NEW BRD,FF,31,3
182857,tgr,db,tht,387,188,4,14.25,1.061,dbl,37,42,RG,R2,Medium,MOD-MAJOR,FF,37,5
168135,tgr,db,tht,392,188,4,14.24,1.061,dbl,37,42,RG,B1,Medium,MOD-MINOR,FF,40,5
57834,ih,sns,tht,810,263,2,19.98,1.064,sgl,39,88,RG,B0,Medium,NEW BRD,FF,94,5
261256,tgr,db,tht,343,166,4,12.90,1.088,dbl,32,35,RG,E0,Medium,MOD-MINOR,FF,20,5
50911,gq,bb,tht,4,26,2,2.04,1.098,sgl,12,2,FP,D0,Low,MOD-MINOR,FF,9,5
46382,gq,bb,tht,4,26,2,2.04,1.098,sgl,12,2,FP,E0,Medium,MOD-MINOR,FF,76,5
283663,npd,db,cor-astk,6193,1054,10,82.75,1.099,dbl,238,391,RG,B0,Medium,NEW BRD,PLT,32,4
267239,sqa,sns,tht,35,22,2,1.73,1.102,sgl,5,8,FP,B0,Low,NEW BRD,FF,43,4
48760,ele,db,tht,243,93,2,7.33,1.103,dbl,13,35,RG,D0,Low,MOD-MINOR,FF,6,5
46592,ele,bp,tht,243,93,2,7.33,1.103,dbl,13,35,RG,D0,Low,MOD-MINOR,FF,14,5
200181,npd,db,cor-astk,9841,1221,6,96.34,1.105,dbl,319,416,RG,B0,Medium,NEW BRD,PLT,64,5
131426,npd,bp,tht,568,913,4,73.08,1.121,dbl,211,395,RG,B0,Low,NEW BRD,PLT,44,5
262800,npd,db,cor-astk,1788,757,6,62.31,1.152,dbl,199,275,RG,B1,Low,NEW BRD,PLT,46,3
182852,tgr,sns,tht,65,16,2,1.33,1.159,sgl,5,5,FP,R2,Low,MOD-MINOR,FF,37,5
250785,hvy,sns,tht,27,34,2,2.82,1.160,sgl,5,14,RG,M0,Medium,NEW BRD,FF,69,3
261258,tgr,sns,tht,61,16,2,1.33,1.16,sgl,5,5,FP,E0,Medium,NEW BRD,FF,100,5
182853,tgr,sns,tht,61,16,2,1.33,1.161,sgl,5,5,FP,R2,Low,MOD-MINOR,FF,37,5
59580,lcy,sns,tht,95,35,2,2.92,1.17,dbl,6,15,RG,M00,Medium,NEW BRD,FF,29,5
46401,ele,bb,tht,34,12,2,7.51,1.18,sgl,102,2,FP,S1,Medium,MOD-MINOR,FF,21,4
267231,mnd,db,cor_stk,7366,2067,6,175.47,1.188,dbl,414,645,RG,B0,Medium,MOD-MINOR,TSB,73,5
48329,nq,sns,cor_stk,6761,480,6,41.35,1.206,dbl,61,159,RG,E0,Low,NEW BRD,FF,8,4
60263,nq,db,cor_stk,6761,480,6,41.35,1.206,dbl,61,159,RG,D0,Medium,MOD-MINOR,FF,20,5
133900,bisp,db,cor-astk,5628,1200,6,103.93,1.213,sgl,282,421,RG,B0,High,NEW BRD,FF,124,5
261873,npd,bp,tht,508,832,4,73.08,1.230,dbl,201,356,RG,B0,Medium,MOD-MAJOR,PLT,80,5
308390,tgr,db,tht,345,146,4,12.90,1.237,sgl,32,31,RG,E2,Medium,MOD-MINOR,FF,28,4
117410,sper,bb,tht,168,90,3,7.96,1.239,dbl,22,2,FP,E0,Low,MOD-MINOR,FF,2,5
141840,sper,bb,tht,149,90,2,7.96,1.239,dbl,22,2,FP,D0,Low,MOD-MINOR,FF,4,5
99773,sper,bb,tht,168,90,3,7.96,1.239,dbl,22,2,FP,E0,Low,NEW BRD,FF,7,5
112464,sper,bb,tht,149,90,2,7.96,1.239,dbl,22,2,FP,E0,Low,MOD-MINOR,FF,8,5
62349,sper,bb,tht,149,90,2,7.96,1.239,dbl,23,2,FP,R2,Low,MOD-MAJOR,FF,95,5
260284,bis,bb,tht,441,59,3,5.26,1.249,dbl,18,2,FP,R2,Low,MOD-MINOR,FF,117,5
348149,dge,bp,tht,401,439,4,39.34,1.255,dbl,97,148,RG,M0,Low,MOD-MINOR,TSB,2,5
46589,lep,db,tht,593,415,6,37.75,1.273,dbl,103,125,RG,B0,Medium,NEW BRD,PLT,45,5
262799,npd,db,tht_astk,12180,1059,12,96.34,1.274,dbl,302,361,RG,B0,Low,MOD-MINOR,PLT,60,5
48327,ele,sns,tht,74,31,2,2.85,1.286,sgl,5,13,RG,D0,Low,MOD-MINOR,FF,4,5
302366,npd,db,tht,362,549,6,50.88,1.297,dbl,131,213,RG,B0,Low,NEW BRD,PLT,34,5
132634,sper,sns,tht,352,181,2,16.78,1.305,dbl,31,81,RG,E0,Low,MOD-MINOR,FF,10,5
145298,sper,db,tht,352,181,2,16.78,1.305,dbl,31,81,RG,D0,Medium,MOD-MAJOR,FF,40,5
261726,abb,mlb,tht,895,594,2,58,1.33,sgl,109,273,RG,S1,Medium,MOD-MINOR,FF,56,3
48506,lep,mlb,tht,2424,3402,8,324.79,1.337,dbl,593,996,RG,B0,Low,NEW BRD,PLT,100,4
250789,hvy,bb,tht,24,50,2,4.78,1.339,dbl,18,2,FP,M0,Low,NEW BRD,FF,72,5
164284,hvy,sns,tht,56,50,2,4.96,1.389,sgl,6,20,RG,M0,Low,NEW BRD,FF,90,3
332321,dge,bp,tht,392,396,4,39.34,1.391,dbl,89,129,RG,M0,Medium,NEW BRD,TSB,47,5
46418,abb,db,tht,896,577,2,58.08,1.409,dbl,107,258,RG,D0,Medium,NEW BRD,FF,36,5
46400,ele,bb,tht,24,8,2,8.32,1.42,sgl,102,2,FP,S1,Medium,MOD-MINOR,FF,21,4
333007,are,db,cor-astk,1298,334,6,33.94,1.42,dbl,63,128,RG,B0,Medium,MOD-MINOR,PLT,33,5
106992,nii,db,tht,269,72,2,7.33,1.425,dbl,14,31,RG,M00,Low,MOD-MINOR,FF,35,5
243857,vns,bp,tht,281,141,2,14.38,1.428,dbl,29,66,RG,E2,Medium,MOD-MAJOR,FF,30,5
131422,npd,sns,tht,474,491,4,50.88,1.451,dbl,138,214,RG,B0,Low,NEW BRD,PLT,51,5
236688,vns,bp,tht,277,133,2,14.38,1.513,dbl,26,61,RG,E0,Medium,MOD-MINOR,FF,74,5
182987,src,bp,tht,190,1340,2,145.78,1.523,dbl,15,100,RG,R2,Low,NEW BRD,TSB,5,5
131427,vnp,db,tht,725,415,4,45.22,1.526,sgl,65,108,RG,B1,Low,MOD-MINOR,PLT,36,5
46399,lep,db,tht,287,134,4,14.62,1.528,dbl,34,36,RG,B0,Medium,NEW BRD,PLT,49,4
150100,cep,sns,tht,448,466,4,50.88,1.529,dbl,135,208,RG,M00,Low,MOD-MINOR,FF,9,5
171224,bis,bp,tht,727,211,2,23.06,1.53,dbl,49,74,FP,R2,Medium,NEW BRD,FF,121,4
243856,vns,bp,tht,301,131,2,14.38,1.536,dbl,27,60,RG,E2,Medium,MOD-MAJOR,FF,30,5
261259,tgr,sns,tht,97,18,2,2.01,1.562,sgl,5,5,FP,E0,Medium,MOD-MINOR,FF,20,5
145277,src,db,tht,451,13,2,146.01,1.57,sgl,13,13,RG,DE,Low,NEW BRD,FF,6,5
212685,npd,db,tht,304,450,4,50.88,1.583,dbl,117,198,RG,B1,Low,NEW BRD,PLT,27,5
205943,vns,bp,tht,245,127,2,14.38,1.585,dbl,25,58,RG,E0,Medium,MOD-MINOR,FF,45,5
342329,dge,sns,tht,445,466,2,52.84,1.588,dbl,122,184,RG,M0,Low,MOD-MINOR,TSB,14,5
205753,npd,db,tht_astk,765,1060,6,122.22,1.614,dbl,240,384,RG,B0,Medium,NEW BRD,PLT,38,5
48504,sper,sns,tht,275,140,2,16.39,1.639,dbl,22,63,RG,B1,Low,MOD-MINOR,FF,19,4
245187,krl,db,tht,279,95,2,11.47,1.69,dbl,15,41,RG,E0,Low,MOD-MINOR,FF,29,5
236687,vns,bp,tht,322,119,2,14.38,1.691,dbl,25,53,RG,E0,Medium,MOD-MINOR,FF,23,5
131423,npd,db,tht,564,434,6,52.93,1.707,dbl,116,140,RG,B0,Low,MOD-MINOR,PLT,58,5
50830,bwp,db,tht,924,914,6,112.44,1.72,dbl,191,331,RG,B0,Medium,NEW BRD,PLT,73,5
332320,dge,sns,tht,386,428,2,52.84,1.728,dbl,112,168,RG,M0,Medium,NEW BRD,TSB,49,5
147094,vns,bp,tht,323,115,2,14.38,1.75,dbl,24,51,RG,R2,Medium,MOD-MINOR,FF,64,5
182851,tgr,sns,tht,96,18,2,2.27,1.766,sgl,5,5,FP,R2,Low,MOD-MINOR,FF,80,5
243859,hvy,sns,tht,276,159,2,20.27,1.785,sgl,28,53,RG,M0,Medium,NEW BRD,FF,54,3
46406,lcy,bb,tht,173,66,2,8.64,1.795,dbl,20,2,FP,M00,Medium,NEW BRD,FF,43,4
133763,fnl,mlb,tht,321,112,2,14.38,1.797,dbl,24,48,RG,B1,Low,MOD-MINOR,FF,3,5
